"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"61","WBGene00000063","V",11079167,11082497,3330
"62","WBGene00000064","V",11076723,11078168,1445
"63","WBGene00000065","V",11071690,11074498,2808
"64","WBGene00000066","X",4960553,4964416,3863
"65","WBGene00000067","III",13604339,13606067,1728
"66","WBGene00000068","III",4722126,4730919,8793
"67","WBGene00000069","V",5976029,5981513,5484
"68","WBGene00000070","III",3774896,3786640,11744
"69","WBGene00000071","V",5624727,5630892,6165
"70","WBGene00000072","X",4854069,4860036,5967
"71","WBGene00000073","V",12009537,12013605,4068
"72","WBGene00000074","X",13687973,13695800,7827
"73","WBGene00000075","X",7795046,7798287,3241
"74","WBGene00000079","I",7773180,7777652,4472
"75","WBGene00000080","III",7230964,7232882,1918
"76","WBGene00000081","III",295651,298556,2905
"77","WBGene00000082","X",12678832,12689279,10447
"78","WBGene00000083","X",7585587,7595414,9827
"79","WBGene00000084","I",7602307,7608245,5938
"80","WBGene00000085","X",9650999,9653116,2117
"81","WBGene00000086","X",751211,759732,8521
"82","WBGene00000088","I",14850054,14855827,5773
"83","WBGene00000089","I",13543079,13545188,2109
"84","WBGene00000090","II",11519323,11527062,7739
"85","WBGene00000092","X",5289728,5303512,13784
"86","WBGene00000093","IV",13368368,13369417,1049
"87","WBGene00000094","II",5371980,5373433,1453
"88","WBGene00000095","I",10193925,10197000,3075
"89","WBGene00000096","I",9522578,9531130,8552
"90","WBGene00000097","V",14012333,14013644,1311
"91","WBGene00000098","V",8221410,8223587,2177
"92","WBGene00000099","I",5937477,5938885,1408
"93","WBGene00000100","X",9078945,9113613,34668
"94","WBGene00000101","II",7472729,7478959,6230
"95","WBGene00000102","V",10248907,10252895,3988
"96","WBGene00000103","X",14147700,14152070,4370
"97","WBGene00000105","X",13949114,13956261,7147
"98","WBGene00000106","II",873176,879001,5825
"99","WBGene00000107","III",5077765,5080665,2900
"100","WBGene00000108","V",1644169,1647728,3559
"101","WBGene00000109","IV",11022603,11025870,3267
"102","WBGene00000110","V",6427212,6429927,2715
"103","WBGene00000111","V",1996100,1999581,3481
"104","WBGene00000112","II",1306240,1310133,3893
"105","WBGene00000113","II",13485792,13491786,5994
"106","WBGene00000114","II",11728949,11731226,2277
"107","WBGene00000115","III",5856018,5859186,3168
"108","WBGene00000116","X",7140504,7143641,3137
"109","WBGene00000117","III",774321,778871,4550
"110","WBGene00000118","III",7454012,7455980,1968
"111","WBGene00000120","IV",9108931,9109753,822
"112","WBGene00000121","IV",9147468,9148579,1111
"113","WBGene00000122","IV",12123155,12124807,1652
"114","WBGene00000123","IV",4248020,4258173,10153
"115","WBGene00000133","X",4571448,4573914,2466
"116","WBGene00000134","IV",13042391,13046858,4467
"117","WBGene00000135","II",8363196,8369159,5963
"118","WBGene00000136","X",4565302,4569393,4091
"119","WBGene00000137","III",3822403,3826261,3858
"120","WBGene00000138","I",12759545,12764960,5415
"121","WBGene00000139","V",20898840,20903441,4601
"122","WBGene00000140","I",4318033,4359080,41047
"123","WBGene00000142","V",10127492,10130295,2803
"124","WBGene00000143","III",8080570,8083701,3131
"125","WBGene00000144","V",10425362,10426399,1037
"126","WBGene00000145","III",4593769,4594426,657
"127","WBGene00000146","V",11675942,11685268,9326
"128","WBGene00000147","I",9232071,9233560,1489
"129","WBGene00000148","I",10340997,10345648,4651
"130","WBGene00000149","X",5112422,5116866,4444
"131","WBGene00000150","I",5342180,5344724,2544
"132","WBGene00000151","II",8047564,8049105,1541
"133","WBGene00000155","I",4964667,4967089,2422
"134","WBGene00000156","I",8050043,8055489,5446
"135","WBGene00000157","X",4458272,4459264,992
"136","WBGene00000158","I",14406028,14417942,11914
"137","WBGene00000159","V",6017970,6018886,916
"138","WBGene00000160","III",2583953,2597034,13081
"139","WBGene00000161","X",9336819,9342970,6151
"140","WBGene00000162","II",3532527,3546431,13904
"141","WBGene00000163","I",7853750,7857850,4100
"142","WBGene00000164","X",954839,957762,2923
"143","WBGene00000165","I",1154511,1156020,1509
"144","WBGene00000166","X",11068527,11071925,3398
"145","WBGene00000168","V",3210189,3223218,13029
"146","WBGene00000169","II",7235834,7238349,2515
"147","WBGene00000170","II",9258913,9261994,3081
"148","WBGene00000171","IV",10961355,10966459,5104
"149","WBGene00000172","V",9737556,9739740,2184
"150","WBGene00000173","V",10491743,10493268,1525
"151","WBGene00000174","V",10648446,10651952,3506
"152","WBGene00000175","X",3025505,3026976,1471
"153","WBGene00000176","X",4702442,4704970,2528
"154","WBGene00000177","I",9605896,9609025,3129
"155","WBGene00000178","II",9768357,9769847,1490
"156","WBGene00000179","III",13673280,13674746,1466
"157","WBGene00000180","II",9674978,9677210,2232
"158","WBGene00000181","IV",11131279,11133785,2506
"159","WBGene00000182","III",5714861,5717585,2724
"160","WBGene00000183","IV",7982526,7983919,1393
"161","WBGene00000184","IV",16947120,16949734,2614
"162","WBGene00000185","X",1786907,1788405,1498
"163","WBGene00000186","IV",12622093,12631022,8929
"164","WBGene00000187","II",8581945,8583080,1135
"165","WBGene00000188","II",14606472,14608342,1870
"166","WBGene00000189","III",9823242,9824132,890
"167","WBGene00000190","IV",7634786,7635710,924
"168","WBGene00000191","X",14980954,14981675,721
"169","WBGene00000192","IV",14798149,14799229,1080
"170","WBGene00000193","III",4813309,4814814,1505
"171","WBGene00000195","X",950782,954233,3451
"172","WBGene00000196","II",11460215,11464129,3914
"173","WBGene00000197","I",3983171,3986915,3744
"174","WBGene00000198","II",6970668,6972235,1567
"175","WBGene00000199","I",2883546,2893718,10172
"176","WBGene00000200","V",10335443,10338355,2912
"177","WBGene00000201","III",12052424,12058458,6034
"178","WBGene00000202","III",860198,861324,1126
"179","WBGene00000203","III",12816789,12818100,1311
"180","WBGene00000204","III",4878658,4879643,985
"181","WBGene00000205","I",3069325,3070150,825
"182","WBGene00000206","III",4594543,4595944,1401
"183","WBGene00000207","X",4469743,4471476,1733
"184","WBGene00000208","II",15039404,15048904,9500
"185","WBGene00000209","I",8692946,8693468,522
"186","WBGene00000210","X",6841258,6842129,871
"187","WBGene00000211","II",6910031,6912697,2666
"188","WBGene00000212","X",11321079,11324251,3172
"189","WBGene00000213","IV",520214,523809,3595
"190","WBGene00000214","V",19049461,19050825,1364
"191","WBGene00000215","V",9203077,9204734,1657
"192","WBGene00000216","X",6791064,6792715,1651
"193","WBGene00000217","X",13218977,13221462,2485
"194","WBGene00000218","V",8272375,8274046,1671
"195","WBGene00000219","V",8267511,8268937,1426
"196","WBGene00000220","II",8751986,8753939,1953
"197","WBGene00000221","X",14808846,14810849,2003
"198","WBGene00000222","X",12480948,12484904,3956
"199","WBGene00000223","III",4491627,4499043,7416
"200","WBGene00000224","IV",17269342,17272183,2841
"201","WBGene00000225","II",14640096,14644083,3987
"202","WBGene00000226","V",9634861,9645595,10734
"203","WBGene00000227","I",183364,208465,25101
"204","WBGene00000228","V",12478413,12484442,6029
"205","WBGene00000229","III",5228417,5230536,2119
"206","WBGene00000230","I",5428469,5429908,1439
"207","WBGene00000231","III",10461389,10468051,6662
"208","WBGene00000232","I",5967250,5973320,6070
"209","WBGene00000233","V",13498786,13511718,12932
"210","WBGene00000235","III",9467464,9468058,594
"211","WBGene00000236","I",6563629,6564451,822
"212","WBGene00000237","I",2949600,2957910,8310
"213","WBGene00000238","X",7166005,7170625,4620
"214","WBGene00000239","III",5612274,5614700,2426
"215","WBGene00000240","II",8762668,8766922,4254
"216","WBGene00000241","I",14371142,14376025,4883
"217","WBGene00000242","IV",7934097,7937746,3649
"218","WBGene00000244","V",6762476,6765072,2596
"219","WBGene00000245","X",6201875,6204922,3047
"220","WBGene00000246","IV",11086074,11092552,6478
"221","WBGene00000247","IV",5661141,5664425,3284
"222","WBGene00000248","III",3537688,3541628,3940
"223","WBGene00000249","V",11644760,11645370,610
"224","WBGene00000250","V",13568850,13570030,1180
"225","WBGene00000251","II",10708765,10712156,3391
"226","WBGene00000252","II",5651394,5652449,1055
"227","WBGene00000253","I",146486,154850,8364
"228","WBGene00000254","I",6342231,6356678,14447
"229","WBGene00000255","III",13427642,13429713,2071
"230","WBGene00000256","IV",6377065,6378195,1130
"231","WBGene00000257","V",14453305,14456998,3693
"232","WBGene00000259","II",6274115,6279699,5584
"233","WBGene00000262","X",13598449,13599687,1238
"234","WBGene00000263","III",909957,910589,632
"235","WBGene00000264","III",3853026,3862958,9932
"236","WBGene00000265","III",6885204,6889523,4319
"237","WBGene00000266","IV",8987130,8990444,3314
"238","WBGene00000267","III",13134014,13139614,5600
"239","WBGene00000268","III",9469920,9485451,15531
"240","WBGene00000269","I",1621346,1628476,7130
"241","WBGene00000270","IV",12049862,12051226,1364
"242","WBGene00000271","II",7305861,7308738,2877
"243","WBGene00000272","I",5186926,5188995,2069
"244","WBGene00000273","III",12020552,12025325,4773
"245","WBGene00000274","II",13200165,13215701,15536
"246","WBGene00000275","I",7251941,7255223,3282
"247","WBGene00000276","III",6932001,6935862,3861
"248","WBGene00000277","X",12199655,12213049,13394
"249","WBGene00000279","III",5083206,5085289,2083
"250","WBGene00000280","II",7480751,7483109,2358
"251","WBGene00000281","X",16487481,16489397,1916
"252","WBGene00000282","X",13542574,13544599,2025
"253","WBGene00000283","X",7020033,7023950,3917
"254","WBGene00000284","I",3629471,3631112,1641
"255","WBGene00000285","V",12514875,12517205,2330
"256","WBGene00000286","II",8960714,8961577,863
"257","WBGene00000287","IV",3829546,3835165,5619
"258","WBGene00000288","IV",10521422,10530597,9175
"259","WBGene00000289","II",9295918,9310304,14386
"260","WBGene00000292","IV",7228403,7230223,1820
"261","WBGene00000293","II",10869196,10870827,1631
"262","WBGene00000294","X",16807461,16813673,6212
"263","WBGene00000295","X",5705719,5710625,4906
"264","WBGene00000296","II",257819,261063,3244
"265","WBGene00000298","V",10564880,10566445,1565
"266","WBGene00000301","IV",9772510,9773470,960
"267","WBGene00000302","V",13557104,13559922,2818
"268","WBGene00000308","X",13665555,13665673,118
"269","WBGene00000310","X",11163358,11163439,81
"270","WBGene00000366","III",9766516,9774825,8309
"271","WBGene00000367","X",7847682,7875954,28272
"272","WBGene00000368","I",3641668,3647009,5341
"273","WBGene00000369","III",11918828,11920237,1409
"274","WBGene00000370","IV",15270160,15275835,5675
"275","WBGene00000371","I",9788749,9790050,1301
"276","WBGene00000372","II",9803620,9805510,1890
"277","WBGene00000373","V",5421018,5423488,2470
"278","WBGene00000374","IV",9101773,9103851,2078
"279","WBGene00000375","II",5503966,5506115,2149
"280","WBGene00000376","IV",12361542,12371852,10310
"281","WBGene00000377","II",8185443,8187601,2158
"282","WBGene00000378","II",8927741,8929820,2079
"283","WBGene00000379","II",8283667,8285711,2044
"284","WBGene00000380","III",4499191,4508114,8923
"285","WBGene00000381","III",5853532,5855687,2155
"286","WBGene00000382","I",4268070,4270287,2217
"287","WBGene00000383","II",5589186,5593628,4442
"288","WBGene00000386","I",6469386,6471995,2609
"289","WBGene00000387","V",1567076,1585532,18456
"290","WBGene00000388","III",8916351,8917929,1578
"291","WBGene00000389","II",10188263,10189469,1206
"292","WBGene00000390","II",7616452,7618245,1793
"293","WBGene00000391","X",8208748,8211149,2401
"294","WBGene00000392","IV",7547118,7547893,775
"295","WBGene00000393","X",6499928,6504613,4685
"296","WBGene00000395","III",7741326,7754448,13122
"297","WBGene00000396","III",4520363,4536991,16628
"298","WBGene00000397","IV",8668941,8676542,7601
"299","WBGene00000399","II",14843177,14850905,7728
"300","WBGene00000401","X",16595238,16602238,7000
"301","WBGene00000402","IV",2436505,2463405,26900
"302","WBGene00000403","II",5945418,5956683,11265
"303","WBGene00000405","III",9747432,9748852,1420
"304","WBGene00000406","X",13515871,13518911,3040
"305","WBGene00000407","III",13464687,13466390,1703
"306","WBGene00000408","I",2281504,2291183,9679
"307","WBGene00000409","I",8702478,8705825,3347
"308","WBGene00000410","I",11323527,11333152,9625
"309","WBGene00000411","II",10785452,10787272,1820
"310","WBGene00000412","V",15921309,15922818,1509
"311","WBGene00000413","I",3223160,3228104,4944
"312","WBGene00000414","III",8426334,8428583,2249
"313","WBGene00000415","I",11851566,11868105,16539
"314","WBGene00000416","IV",1597316,1601620,4304
"315","WBGene00000417","IV",13198372,13204133,5761
"316","WBGene00000418","III",4852313,4855177,2864
"317","WBGene00000419","IV",10484110,10492952,8842
"318","WBGene00000420","III",5595771,5598066,2295
"319","WBGene00000421","III",9570394,9580081,9687
"320","WBGene00000422","X",8414015,8416919,2904
"321","WBGene00000423","III",10335172,10337536,2364
"322","WBGene00000424","IV",3506328,3509527,3199
"323","WBGene00000425","III",9119559,9125153,5594
"324","WBGene00000426","I",10222881,10227009,4128
"325","WBGene00000427","X",8299119,8299654,535
"326","WBGene00000428","X",4653434,4654157,723
"327","WBGene00000429","I",6046832,6050462,3630
"328","WBGene00000430","I",9727169,9728034,865
"329","WBGene00000431","I",8498114,8502412,4298
"330","WBGene00000432","II",8703368,8703829,461
"331","WBGene00000433","I",8245722,8250896,5174
"332","WBGene00000434","I",565436,566414,978
"333","WBGene00000435","III",5799073,5801109,2036
"334","WBGene00000436","I",5840289,5841888,1599
"335","WBGene00000437","III",7555617,7558208,2591
"336","WBGene00000438","X",7528616,7532732,4116
"337","WBGene00000439","III",8622658,8626312,3654
"338","WBGene00000440","I",4568962,4570027,1065
"339","WBGene00000441","X",3843367,3857797,14430
"340","WBGene00000442","IV",7953509,7955898,2389
"341","WBGene00000443","III",6979884,6981785,1901
"342","WBGene00000444","X",1848795,1852736,3941
"343","WBGene00000445","V",10672459,10675644,3185
"344","WBGene00000446","III",7839594,7841491,1897
"345","WBGene00000447","V",13813309,13815272,1963
"346","WBGene00000448","III",8067289,8071455,4166
"347","WBGene00000449","V",11661670,11665085,3415
"348","WBGene00000450","X",13074682,13076092,1410
"349","WBGene00000451","X",3063585,3065551,1966
"350","WBGene00000452","X",3068650,3070396,1746
"351","WBGene00000453","V",11701764,11705400,3636
"352","WBGene00000454","V",5323204,5324616,1412
"353","WBGene00000455","V",5315513,5319577,4064
"354","WBGene00000457","X",14183449,14185597,2148
"355","WBGene00000458","X",14197373,14209153,11780
"356","WBGene00000459","II",6951640,6955399,3759
"357","WBGene00000460","X",1853874,1856189,2315
"358","WBGene00000461","X",12318240,12320777,2537
"359","WBGene00000462","X",1846608,1848675,2067
"360","WBGene00000463","III",4446637,4449943,3306
"361","WBGene00000464","III",2530615,2546420,15805
"362","WBGene00000465","III",4489359,4491392,2033
"363","WBGene00000466","I",9665194,9668664,3470
"364","WBGene00000467","I",8324120,8328853,4733
"365","WBGene00000468","I",8633925,8636044,2119
"366","WBGene00000469","I",14961501,14965361,3860
"367","WBGene00000472","II",11039348,11041206,1858
"368","WBGene00000473","I",5619569,5620668,1099
"369","WBGene00000474","I",5571787,5573019,1232
"370","WBGene00000475","III",10866870,10868727,1857
"371","WBGene00000476","I",9994731,9999928,5197
"372","WBGene00000477","V",5538800,5545766,6966
"373","WBGene00000478","V",3441504,3444877,3373
"374","WBGene00000479","III",7495320,7497832,2512
"375","WBGene00000480","V",118043,122966,4923
"376","WBGene00000481","IV",3613934,3624697,10763
"377","WBGene00000482","X",12846437,12852601,6164
"378","WBGene00000483","I",6517575,6520879,3304
"379","WBGene00000484","X",481378,486504,5126
"380","WBGene00000485","I",8062059,8081671,19612
"381","WBGene00000487","IV",2104056,2111408,7352
"382","WBGene00000488","V",7961539,7968899,7360
"383","WBGene00000490","V",12144295,12150689,6394
"384","WBGene00000491","V",10299473,10307354,7881
"385","WBGene00000492","I",10507000,10515506,8506
"386","WBGene00000493","I",5746633,5754278,7645
"387","WBGene00000496","I",7554855,7559916,5061
"388","WBGene00000497","II",196985,211941,14956
"389","WBGene00000498","V",3757047,3759469,2422
"390","WBGene00000499","V",19908765,19916023,7258
"391","WBGene00000500","I",6181314,6183913,2599
"392","WBGene00000501","IV",13209729,13214566,4837
"393","WBGene00000502","I",5103581,5104956,1375
"394","WBGene00000503","X",3397613,3400017,2404
"395","WBGene00000506","III",2394325,2401308,6983
"396","WBGene00000507","III",8005935,8009821,3886
"397","WBGene00000508","III",8010778,8013774,2996
"398","WBGene00000509","IV",9731737,9737621,5884
"399","WBGene00000510","X",4286737,4291494,4757
"400","WBGene00000511","III",4365285,4367469,2184
"401","WBGene00000512","III",4367832,4370160,2328
"402","WBGene00000513","III",4370885,4372820,1935
"403","WBGene00000514","V",2106398,2109418,3020
"404","WBGene00000515","X",3576608,3578830,2222
"405","WBGene00000516","II",7811240,7812105,865
"406","WBGene00000517","II",7816509,7820301,3792
"407","WBGene00000518","III",5635479,5654558,19079
"408","WBGene00000519","III",11154827,11168820,13993
"409","WBGene00000520","III",4419848,4423368,3520
"410","WBGene00000521","V",12736703,12741211,4508
"411","WBGene00000522","X",11047446,11049271,1825
"412","WBGene00000523","X",7431472,7433548,2076
"413","WBGene00000524","X",3373247,3374740,1493
"414","WBGene00000525","X",10782996,10783907,911
"415","WBGene00000526","X",7433632,7435733,2101
"416","WBGene00000527","I",8705670,8724279,18609
"417","WBGene00000528","II",11846508,11854743,8235
"418","WBGene00000529","II",11358447,11370311,11864
"419","WBGene00000530","II",7217955,7225648,7693
"420","WBGene00000531","X",4094867,4100573,5706
"421","WBGene00000532","II",9094710,9098605,3895
"422","WBGene00000533","V",12060234,12063368,3134
"423","WBGene00000534","V",6044028,6045671,1643
"424","WBGene00000535","IV",6092603,6093680,1077
"425","WBGene00000536","III",5277894,5279344,1450
"426","WBGene00000539","V",11263523,11265711,2188
"427","WBGene00000540","I",5274693,5278708,4015
"428","WBGene00000541","V",8682955,8686160,3205
"429","WBGene00000542","III",7980913,7986327,5414
"430","WBGene00000543","III",4700325,4704054,3729
"431","WBGene00000544","I",12073143,12084221,11078
"432","WBGene00000545","III",1807740,1818323,10583
"433","WBGene00000546","IV",1431272,1435039,3767
"434","WBGene00000547","IV",1435465,1446182,10717
"435","WBGene00000548","II",5466363,5473812,7449
"436","WBGene00000549","III",9055052,9058882,3830
"437","WBGene00000550","III",9516631,9521460,4829
"438","WBGene00000551","IV",7734647,7736409,1762
"439","WBGene00000552","V",1156271,1158174,1903
"440","WBGene00000553","IV",1824481,1834029,9548
"441","WBGene00000554","V",11375742,11377990,2248
"442","WBGene00000555","V",1444044,1444280,236
"443","WBGene00000556","V",1449665,1450189,524
"444","WBGene00000557","V",1448004,1448790,786
"445","WBGene00000558","V",1447195,1447707,512
"446","WBGene00000559","V",1445381,1445832,451
"447","WBGene00000560","III",1763524,1764836,1312
"448","WBGene00000561","III",5240593,5242108,1515
"449","WBGene00000562","V",15025740,15031473,5733
"450","WBGene00000563","IV",9477522,9481037,3515
"451","WBGene00000564","III",10271257,10278579,7322
"452","WBGene00000565","II",12072082,12088868,16786
"453","WBGene00000566","III",10655018,10677521,22503
"454","WBGene00000567","III",9814364,9817137,2773
"455","WBGene00000583","I",6250475,6252834,2359
"456","WBGene00000584","II",14902493,14907533,5040
"457","WBGene00000585","IV",7036960,7039580,2620
"458","WBGene00000591","X",7465193,7475014,9821
"459","WBGene00000592","V",14457475,14460136,2661
"460","WBGene00000593","IV",10084454,10085438,984
"461","WBGene00000594","IV",8824783,8826013,1230
"462","WBGene00000596","I",7401674,7402753,1079
"463","WBGene00000597","III",7019583,7020600,1017
"464","WBGene00000598","X",13590035,13591207,1172
"465","WBGene00000599","V",9164297,9165307,1010
"466","WBGene00000601","V",10423907,10425092,1185
"467","WBGene00000602","V",10420890,10421892,1002
"468","WBGene00000603","IV",7753408,7754651,1243
"469","WBGene00000606","II",4866436,4867576,1140
"470","WBGene00000608","X",421707,423033,1326
"471","WBGene00000609","II",4869607,4870791,1184
"472","WBGene00000610","IV",4263293,4265202,1909
"473","WBGene00000611","IV",4243548,4244610,1062
"474","WBGene00000612","I",7385907,7386935,1028
"475","WBGene00000613","II",7167513,7168662,1149
"476","WBGene00000614","V",12166706,12167753,1047
"477","WBGene00000615","II",8568035,8569089,1054
"478","WBGene00000616","II",10704902,10706019,1117
"479","WBGene00000617","II",1104945,1106925,1980
"480","WBGene00000618","X",15175035,15176481,1446
"481","WBGene00000620","V",8049744,8050893,1149
"482","WBGene00000621","X",13591498,13592461,963
"483","WBGene00000622","I",115739,117438,1699
"484","WBGene00000623","I",741913,745570,3657
"485","WBGene00000624","I",745859,748288,2429
"486","WBGene00000625","I",3010688,3011648,960
"487","WBGene00000626","I",3137185,3138447,1262
"488","WBGene00000627","I",3651230,3652599,1369
"489","WBGene00000628","I",3653997,3655265,1268
"490","WBGene00000629","I",4571214,4572787,1573
"491","WBGene00000630","I",5644729,5646370,1641
"492","WBGene00000631","I",5842709,5844050,1341
"493","WBGene00000632","I",6199673,6200193,520
"494","WBGene00000633","I",6232777,6234280,1503
"495","WBGene00000634","I",6311229,6312413,1184
"496","WBGene00000636","I",7105302,7106926,1624
"497","WBGene00000637","I",7202242,7203533,1291
"498","WBGene00000638","I",7403291,7404374,1083
"499","WBGene00000639","I",8243695,8244963,1268
"500","WBGene00000640","I",9893698,9895596,1898
"501","WBGene00000641","I",11489158,11490630,1472
"502","WBGene00000642","I",11559446,11560565,1119
"503","WBGene00000644","II",104534,105833,1299
"504","WBGene00000645","II",303924,305530,1606
"505","WBGene00000646","II",1470565,1472260,1695
"506","WBGene00000647","II",3500077,3502449,2372
"507","WBGene00000648","II",3520703,3524180,3477
"508","WBGene00000649","II",4872098,4873127,1029
"509","WBGene00000650","II",5830867,5832014,1147
"510","WBGene00000651","II",6426293,6427513,1220
"511","WBGene00000652","II",8204341,8207491,3150
"512","WBGene00000653","II",8358228,8359381,1153
"513","WBGene00000654","II",9152531,9154310,1779
"514","WBGene00000655","II",10703596,10704572,976
"515","WBGene00000656","II",10707201,10708286,1085
"516","WBGene00000657","II",11012397,11013820,1423
"517","WBGene00000658","II",11044135,11045968,1833
"518","WBGene00000659","II",11868535,11869688,1153
"519","WBGene00000660","II",12493800,12495106,1306
"520","WBGene00000661","II",13096009,13098275,2266
"521","WBGene00000662","II",14090075,14094690,4615
"522","WBGene00000663","III",41061,42021,960
"523","WBGene00000664","III",4748127,4749164,1037
"524","WBGene00000665","III",7948838,7950068,1230
"525","WBGene00000666","III",8262355,8263664,1309
"526","WBGene00000667","III",10982166,10983253,1087
"527","WBGene00000668","III",10984555,10985609,1054
"528","WBGene00000669","III",10986826,10987873,1047
"529","WBGene00000670","III",11703885,11705091,1206
"530","WBGene00000671","III",11705713,11706644,931
"531","WBGene00000672","III",12992405,12993707,1302
"532","WBGene00000673","III",13018935,13020226,1291
"533","WBGene00000674","IV",138346,147919,9573
"534","WBGene00000675","IV",325437,326711,1274
"535","WBGene00000676","IV",604444,605876,1432
"536","WBGene00000677","IV",762416,763680,1264
"537","WBGene00000678","IV",1353636,1355305,1669
"538","WBGene00000679","IV",1357816,1359225,1409
"539","WBGene00000680","IV",1459866,1460786,920
"540","WBGene00000681","IV",1548721,1549714,993
"541","WBGene00000682","IV",1768621,1769667,1046
"542","WBGene00000683","IV",1817311,1820253,2942
"543","WBGene00000684","IV",4608201,4609679,1478
"544","WBGene00000685","IV",4655776,4657783,2007
"545","WBGene00000687","IV",7150663,7152501,1838
"546","WBGene00000688","IV",7245505,7246640,1135
"547","WBGene00000689","IV",7988685,7991425,2740
"548","WBGene00000690","IV",8356776,8357854,1078
"549","WBGene00000691","IV",8822962,8824195,1233
"550","WBGene00000692","IV",8848182,8849673,1491
"551","WBGene00000693","IV",8978823,8979812,989
"552","WBGene00000694","IV",9260610,9261787,1177
"553","WBGene00000695","IV",9394934,9396218,1284
"554","WBGene00000696","IV",9563360,9564441,1081
"555","WBGene00000697","IV",9821895,9823112,1217
"556","WBGene00000698","IV",10216450,10217643,1193
"557","WBGene00000699","IV",11225505,11226519,1014
"558","WBGene00000700","IV",11263401,11264331,930
"559","WBGene00000701","IV",11264947,11265877,930
"560","WBGene00000702","IV",11550002,11551987,1985
"561","WBGene00000703","IV",12108672,12110275,1603
"562","WBGene00000704","IV",12427506,12428522,1016
"563","WBGene00000705","IV",13065766,13067300,1534
"564","WBGene00000706","IV",13089578,13091067,1489
"565","WBGene00000707","IV",14098325,14099368,1043
"566","WBGene00000708","IV",15129666,15131797,2131
"567","WBGene00000709","IV",16551492,16554348,2856
"568","WBGene00000710","IV",16601480,16602776,1296
"569","WBGene00000711","IV",17182798,17183740,942
"570","WBGene00000712","V",4652863,4654007,1144
"571","WBGene00000713","V",5835855,5836871,1016
"572","WBGene00000714","V",6829666,6830721,1055
"573","WBGene00000715","V",6831163,6832256,1093
"574","WBGene00000716","V",6835635,6836700,1065
"575","WBGene00000717","V",9159642,9160642,1000
"576","WBGene00000718","V",9162051,9163005,954
"577","WBGene00000719","V",9629943,9631012,1069
"578","WBGene00000720","V",9632029,9633338,1309
"579","WBGene00000721","V",10241784,10242718,934
"580","WBGene00000722","V",10291697,10292869,1172
"581","WBGene00000723","V",10293563,10294623,1060
